Invoice ID,City,StoreName,Gender,Categories,Cost Price / unit,Quantity,Total Cost,Date,Payment,Gross margin percentage,Gross income,Rating,Demand,Supply,Profit in %,sales
326,Ahemdabad,Nirvana Grocer's Paradise,Male,Sports and travel,97.74,4,390.96,17-10-2020,Ewallet,15%,19.548,6.4,28.28082572,29.19108491,371.412,1843.03236
327,Hyderabad,TastyBite Provision Store,Male,Food and beverages,99.78,5,498.9,22-01-2020,Cash,15%,24.945,5.4,23.14780158,49.08698074,473.955,2863.46150
328,Kanpur,Nature's Bounty Mart,Male,Food and beverages,94.26,4,377.04,09-11-2021,Cash,15%,18.852,8.6,7.645602965,46.25143563,358.188,1727.55204
329,Surat,MangoTree Grocery Express,Male,Health and beauty,51.13,4,204.52,15-10-2021,Credit card,15%,10.226,4,41.02518922,18.84579502,194.294,601.89009
330,Pune,Deshi Dukan Groceries,Male,Electronic accessories,36.36,4,145.44,28-05-2022,Cash,15%,7.272,7.6,7.086009116,40.64032189,138.168,346.39154
331,Mumbai,Urban Essentials Superstore,Male,Home and lifestyle,22.02,9,198.18,20-06-2020,Cash,15%,9.909,6.8,58.3835897,30.49187521,188.271,571.29547
332,Delhi,Krishi Kendra Grocers,Male,Food and beverages,32.9,3,98.7,18-07-2021,Credit card,15%,4.935,9.1,48.35290207,39.96257544,93.765,191.24606
333,Bangalore,SpiceRoots Grocery House,Male,Fashion accessories,77.02,5,385.1,18-08-2020,Cash,15%,19.255,5.5,57.32972444,11.15104277,365.845,1793.96910
334,Kolkata,Farmers' Delight Emporium,Male,Food and beverages,23.48,2,46.96,06-11-2021,Credit card,15%,2.348,7.9,93.65501672,36.16761156,44.612,67.90980
335,Chennai,Shree Ganesh Provisions,Male,Sports and travel,14.7,5,73.5,12-12-2022,Ewallet,15%,3.675,8.5,43.34156207,32.22892769,69.825,124.82138
336,Ahemdabad,HealthyHub Grocery ,Female,Electronic accessories,28.45,5,142.25,01-08-2022,Credit card,15%,7.1125,9.1,77.91963938,21.92985899,135.1375,334.48309
337,Hyderabad,Bharat Bazaar,Male,Fashion accessories,76.4,9,687.6,24-10-2021,Ewallet,15%,34.38,7.5,41.32661617,12.64273405,653.22,5179.14072
338,Kanpur,Sapna Supermarket,Female,Sports and travel,57.95,6,347.7,28-01-2021,Cash,15%,17.385,5.2,43.27635155,4.869509907,330.315,1496.20526
339,Surat,FreshBasket Grocery Store,Female,Electronic accessories,47.65,3,142.95,13-04-2021,Credit card,15%,7.1475,9.5,68.84583633,9.020286235,135.8025,337.07967
340,Pune,Sundar Sweets and Groceries,Female,Food and beverages,42.82,9,385.38,25-02-2021,Credit card,15%,19.269,8.9,0.502559239,32.72047269,366.111,1796.29857
341,Mumbai,Green Mart Groceries,Male,Electronic accessories,48.09,3,144.27,18-06-2022,Credit card,15%,7.2135,7.8,72.10860995,13.35436249,137.0565,342.00141
342,Delhi,Indian Spice Bazaar,Female,Health and beauty,55.97,7,391.79,19-04-2020,Ewallet,15%,19.5895,8.9,7.533150972,23.43247286,372.2005,1850.03434
343,Bangalore,EcoFresh Grocery Haven,Female,Health and beauty,76.9,7,538.3,26-07-2020,Cash,15%,26.915,7.7,79.38620173,37.45275112,511.385,3291.08546
344,Kolkata,Golden Harvest Provisions,Female,Food and beverages,97.03,5,485.15,15-05-2020,Ewallet,15%,24.2575,9.3,23.05973836,40.01683844,460.8925,2721.16996
345,Chennai,Sarvodaya Supermart,Male,Sports and travel,44.65,3,133.95,13-11-2021,Cash,15%,6.6975,6.2,72.98684962,14.61666448,127.2525,304.40472
346,Ahemdabad,Nirvana Grocer's Paradise,Female,Fashion accessories,77.93,9,701.37,06-11-2020,Ewallet,15%,35.0685,7.6,69.43858563,0.983680165,666.3015,5374.60883
347,Hyderabad,TastyBite Provision Store,Male,Electronic accessories,71.95,1,71.95,02-09-2020,Cash,15%,3.5975,7.3,50.70408185,6.548372092,68.3525,121.12962
348,Kanpur,Nature's Bounty Mart,Female,Home and lifestyle,89.25,8,714,11-09-2021,Cash,15%,35.7,4.7,45.65114808,26.05429086,678.3,5557.06200
349,Surat,MangoTree Grocery Express,Male,Electronic accessories,26.02,7,182.14,29-12-2020,Cash,15%,9.107,5.1,60.48089899,42.77970175,173.033,497.30231
350,Pune,Deshi Dukan Groceries,Female,Health and beauty,13.5,10,135,07-10-2020,Credit card,15%,6.75,4.8,11.5409522,32.70450194,128.25,308.13750
351,Mumbai,Urban Essentials Superstore,Female,Fashion accessories,99.3,10,993,28-05-2020,Credit card,15%,49.65,6.6,74.14929455,12.29194843,943.35,10360.46550
352,Delhi,Krishi Kendra Grocers,Male,Electronic accessories,51.69,7,361.83,16-05-2021,Cash,15%,18.0915,5.5,1.208513117,13.12111318,343.7385,1605.57902
353,Bangalore,SpiceRoots Grocery House,Female,Fashion accessories,54.73,7,383.11,04-12-2021,Credit card,15%,19.1555,8.5,3.680423306,11.77339071,363.9545,1777.45609
354,Kolkata,Farmers' Delight Emporium,Male,Home and lifestyle,27,9,243,13-07-2022,Cash,15%,12.15,4.8,47.82933789,33.10424347,230.85,803.96550
355,Chennai,Shree Ganesh Provisions,Female,Electronic accessories,30.24,1,30.24,04-07-2021,Cash,15%,1.512,8.4,77.48982652,12.12226374,28.728,38.92735
356,Ahemdabad,HealthyHub Grocery ,Female,Food and beverages,89.14,4,356.56,08-05-2020,Credit card,15%,17.828,7.8,48.28965174,44.69580529,338.732,1564.34282
357,Hyderabad,Bharat Bazaar,Female,Fashion accessories,37.55,10,375.5,18-12-2022,Credit card,15%,18.775,9.3,24.2313991,19.97895326,356.725,1715.00238
358,Kanpur,Sapna Supermarket,Female,Sports and travel,95.44,10,954.4,09-09-2022,Cash,15%,47.72,5.2,59.13027589,14.39205407,906.68,9607.75392
359,Surat,FreshBasket Grocery Store,Male,Electronic accessories,27.5,3,82.5,06-05-2021,Ewallet,15%,4.125,6.5,63.13577161,44.51594317,78.375,147.15938
360,Pune,Sundar Sweets and Groceries,Male,Sports and travel,74.97,1,74.97,10-06-2020,Cash,15%,3.7485,5.6,2.02294571,2.31395267,71.2215,128.36476
361,Mumbai,Green Mart Groceries,Male,Food and beverages,80.96,8,647.68,16-09-2022,Credit card,15%,32.384,7.4,85.82617258,48.7466645,615.296,4632.82913
362,Delhi,Indian Spice Bazaar,Female,Food and beverages,94.47,8,755.76,06-07-2021,Cash,15%,37.788,9.1,48.6791398,32.68442213,717.972,6181.90519
363,Bangalore,EcoFresh Grocery Haven,Male,Food and beverages,99.79,2,199.58,14-09-2021,Ewallet,15%,9.979,8,91.54798346,3.182842605,189.601,577.98568
364,Kolkata,Golden Harvest Provisions,Male,Home and lifestyle,73.22,6,439.32,04-12-2020,Cash,15%,21.966,7.2,9.151857928,3.82548233,417.354,2272.83959
365,Chennai,Sarvodaya Supermart,Female,Food and beverages,41.24,4,164.96,05-03-2020,Cash,15%,8.248,7.1,59.35262026,2.24481862,156.712,423.47212
366,Ahemdabad,Nirvana Grocer's Paradise,Female,Fashion accessories,81.68,4,326.72,04-02-2022,Cash,15%,16.336,9.1,66.97208098,5.030422326,310.384,1340.80661
367,Hyderabad,TastyBite Provision Store,Female,Electronic accessories,51.32,9,461.88,11-01-2020,Cash,15%,23.094,5.6,11.51721535,33.73238104,438.786,2488.54478
368,Kanpur,Nature's Bounty Mart,Male,Home and lifestyle,65.94,4,263.76,18-12-2020,Cash,15%,13.188,6,14.15998343,31.63901651,250.572,924.66871
369,Surat,MangoTree Grocery Express,Female,Sports and travel,14.36,10,143.6,25-05-2022,Cash,15%,7.18,5.4,57.06824054,49.33407992,136.42,339.49912
370,Pune,Deshi Dukan Groceries,Male,Electronic accessories,21.5,9,193.5,10-06-2020,Credit card,15%,9.675,7.8,81.73663849,25.19990248,183.825,549.20138
371,Mumbai,Urban Essentials Superstore,Female,Electronic accessories,26.26,7,183.82,11-03-2020,Cash,15%,9.191,9.9,15.45731799,3.615761304,174.629,504.82303
372,Delhi,Krishi Kendra Grocers,Female,Fashion accessories,60.96,2,121.92,12-08-2020,Credit card,15%,6.096,4.9,32.53724494,1.062084509,115.824,263.13262
373,Bangalore,SpiceRoots Grocery House,Female,Home and lifestyle,70.11,6,420.66,01-01-2021,Ewallet,15%,21.033,5.2,96.8028623,0.370767793,399.627,2101.73094
374,Kolkata,Farmers' Delight Emporium,Male,Fashion accessories,42.08,6,252.48,09-04-2022,Cash,15%,12.624,8.9,23.82307652,38.23649001,239.856,858.06843
375,Chennai,Shree Ganesh Provisions,Female,Home and lifestyle,67.09,5,335.45,13-06-2020,Credit card,15%,16.7725,9.1,11.44861303,18.02486944,318.6775,1404.45367
376,Ahemdabad,HealthyHub Grocery ,Female,Fashion accessories,96.7,5,483.5,24-02-2020,Ewallet,15%,24.175,7,78.47542498,21.63537337,459.325,2704.33638
377,Hyderabad,Bharat Bazaar,Female,Home and lifestyle,35.38,9,318.42,15-06-2020,Credit card,15%,15.921,9.6,51.22113433,44.01262143,302.499,1281.63732
378,Kanpur,Sapna Supermarket,Male,Sports and travel,95.49,7,668.43,26-09-2022,Ewallet,15%,33.4215,8.7,52.36534672,5.874530461,635.0085,4913.01732
379,Surat,FreshBasket Grocery Store,Male,Fashion accessories,96.98,4,387.92,27-09-2021,Ewallet,15%,19.396,9.4,17.60323173,0.876960367,368.524,1817.49830
380,Pune,Sundar Sweets and Groceries,Female,Electronic accessories,23.65,4,94.6,29-03-2022,Credit card,15%,4.73,4,45.88553727,35.64663199,89.87,179.61702
381,Mumbai,Green Mart Groceries,Male,Sports and travel,82.33,4,329.32,18-03-2021,Credit card,15%,16.466,7.5,56.05511597,49.56045975,312.854,1359.61079
382,Delhi,Indian Spice Bazaar,Female,Electronic accessories,26.61,2,53.22,21-06-2020,Cash,15%,2.661,4.2,22.59118002,47.07397329,50.559,80.12750
383,Bangalore,EcoFresh Grocery Haven,Female,Food and beverages,99.69,5,498.45,14-12-2021,Cash,15%,24.9225,9.9,4.098654265,15.75949343,473.5275,2858.74782
384,Kolkata,Golden Harvest Provisions,Female,Food and beverages,74.89,4,299.56,10-06-2021,Ewallet,15%,14.978,4.2,11.00718969,14.72719756,284.582,1152.05384
385,Chennai,Sarvodaya Supermart,Female,Food and beverages,40.94,5,204.7,12-11-2021,Ewallet,15%,10.235,9.9,39.45986373,26.81358338,194.465,602.76986
386,Ahemdabad,Nirvana Grocer's Paradise,Male,Sports and travel,75.82,1,75.82,01-11-2020,Cash,15%,3.791,5.8,7.9039527,24.85393934,72.029,130.43239
387,Hyderabad,TastyBite Provision Store,Male,Food and beverages,46.77,6,280.62,17-09-2021,Cash,15%,14.031,6,1.178924698,22.17921355,266.589,1028.72205
388,Kanpur,Nature's Bounty Mart,Female,Health and beauty,32.32,10,323.2,03-09-2021,Credit card,15%,16.16,10,63.78341047,38.71822188,307.04,1315.55328
389,Surat,MangoTree Grocery Express,Female,Fashion accessories,54.07,9,486.63,28-05-2021,Ewallet,15%,24.3315,9.5,16.81732324,45.80959956,462.2985,2736.31319
390,Pune,Deshi Dukan Groceries,Male,Food and beverages,18.22,7,127.54,24-06-2022,Credit card,15%,6.377,6.6,44.75291793,0.59440005,121.163,282.07129
391,Mumbai,Urban Essentials Superstore,Female,Fashion accessories,80.48,3,241.44,14-06-2021,Cash,15%,12.072,8.1,72.38111121,29.42793361,229.368,795.22610
392,Delhi,Krishi Kendra Grocers,Female,Fashion accessories,37.95,10,379.5,14-01-2020,Cash,15%,18.975,9.7,11.74547336,35.84758232,360.525,1747.69238
393,Bangalore,SpiceRoots Grocery House,Male,Electronic accessories,76.82,1,76.82,15-01-2020,Ewallet,15%,3.841,7.2,47.0554446,39.74185341,72.979,132.88247
394,Kolkata,Farmers' Delight Emporium,Female,Sports and travel,52.26,10,522.6,18-09-2022,Credit card,15%,26.13,6.2,31.38136698,9.573423386,496.47,3117.15222
395,Chennai,Shree Ganesh Provisions,Female,Health and beauty,79.74,1,79.74,06-08-2022,Ewallet,15%,3.987,7.3,1.825644091,24.16687443,75.753,140.14544
396,Ahemdabad,HealthyHub Grocery ,Female,Health and beauty,77.5,5,387.5,16-08-2022,Ewallet,15%,19.375,4.3,14.91113414,39.25198031,368.125,1813.98438
397,Hyderabad,Bharat Bazaar,Female,Food and beverages,54.27,5,271.35,22-09-2020,Ewallet,15%,13.5675,4.6,12.2459852,1.830060757,257.7825,970.84281
398,Kanpur,Sapna Supermarket,Male,Home and lifestyle,13.59,9,122.31,31-10-2021,Cash,15%,6.1155,5.8,55.14789803,21.40732932,116.1945,264.42749
399,Surat,FreshBasket Grocery Store,Female,Health and beauty,41.06,6,246.36,13-09-2022,Credit card,15%,12.318,8.3,37.3854648,12.91794489,234.042,822.94587
400,Pune,Sundar Sweets and Groceries,Male,Electronic accessories,19.24,9,173.16,26-05-2020,Cash,15%,8.658,8,91.79749795,11.02393043,164.502,458.01166
401,Mumbai,Green Mart Groceries,Female,Food and beverages,39.43,6,236.58,01-04-2021,Credit card,15%,11.829,9.4,58.11729196,14.87497253,224.751,768.29592
402,Delhi,Indian Spice Bazaar,Male,Home and lifestyle,46.22,4,184.88,02-09-2021,Credit card,15%,9.244,6.2,25.40950078,0.470371176,175.636,509.59584
403,Bangalore,EcoFresh Grocery Haven,Male,Home and lifestyle,13.98,1,13.98,21-06-2022,Ewallet,15%,0.699,9.8,38.32611741,47.76027838,13.281,15.83668
404,Kolkata,Golden Harvest Provisions,Female,Fashion accessories,39.75,5,198.75,10-04-2020,Ewallet,15%,9.9375,9.6,18.18589221,19.71830236,188.8125,574.01484
405,Chennai,Sarvodaya Supermart,Female,Fashion accessories,97.79,7,684.53,25-05-2021,Ewallet,15%,34.2265,4.9,28.73691926,22.12596682,650.3035,5136.05255
406,Ahemdabad,Nirvana Grocer's Paradise,Male,Sports and travel,67.26,4,269.04,26-10-2022,Credit card,15%,13.452,8,34.21930727,44.96572437,255.588,956.67396
407,Hyderabad,TastyBite Provision Store,Male,Food and beverages,13.79,5,68.95,19-08-2022,Credit card,15%,3.4475,7.8,79.17386208,38.37053398,65.5025,114.11397
408,Kanpur,Nature's Bounty Mart,Female,Fashion accessories,68.71,4,274.84,27-12-2021,Cash,15%,13.742,4.1,85.50467601,11.26722855,261.098,992.44174
409,Surat,MangoTree Grocery Express,Female,Home and lifestyle,56.53,4,226.12,08-01-2022,Ewallet,15%,11.306,5.5,73.8270476,49.07761843,214.814,711.85742
410,Pune,Deshi Dukan Groceries,Female,Fashion accessories,23.82,5,119.1,04-04-2022,Ewallet,15%,5.955,5.4,75.22349995,33.17917658,113.145,253.85570
411,Mumbai,Urban Essentials Superstore,Female,Health and beauty,34.21,10,342.1,09-07-2020,Cash,15%,17.105,5.1,3.337464642,1.078870866,324.995,1453.90790
412,Delhi,Krishi Kendra Grocers,Male,Sports and travel,21.87,2,43.74,29-08-2022,Ewallet,15%,2.187,6.9,86.96799762,5.081942879,41.553,61.91528
413,Bangalore,SpiceRoots Grocery House,Male,Health and beauty,20.97,5,104.85,23-06-2020,Cash,15%,5.2425,7.8,71.13721491,28.69049642,99.6075,209.28846
414,Kolkata,Farmers' Delight Emporium,Male,Sports and travel,25.84,3,77.52,21-07-2020,Ewallet,15%,3.876,6.6,67.79365,13.14910915,73.644,134.60883
415,Chennai,Shree Ganesh Provisions,Male,Home and lifestyle,50.93,8,407.44,04-01-2020,Ewallet,15%,20.372,9.2,92.73354384,27.20232595,387.068,1984.50986
416,Ahemdabad,HealthyHub Grocery ,Male,Health and beauty,96.11,1,96.11,28-05-2020,Ewallet,15%,4.8055,7.8,86.81477969,0.849588928,91.3045,183.86276
417,Hyderabad,Bharat Bazaar,Female,Home and lifestyle,45.38,4,181.52,08-08-2020,Credit card,15%,9.076,8.7,47.53868393,23.48758155,172.444,494.54035
418,Kanpur,Sapna Supermarket,Female,Health and beauty,81.51,1,81.51,10-07-2020,Ewallet,15%,4.0755,9.2,37.44475095,2.178340346,77.4345,144.62686
419,Surat,FreshBasket Grocery Store,Female,Health and beauty,57.22,2,114.44,07-05-2021,Ewallet,15%,5.722,8.3,72.14709741,48.16413212,108.718,238.85688
420,Pune,Sundar Sweets and Groceries,Female,Electronic accessories,25.22,7,176.54,03-06-2022,Cash,15%,8.827,8.2,43.80358851,29.58075922,167.713,472.62053
421,Mumbai,Green Mart Groceries,Female,Food and beverages,38.6,3,115.8,17-07-2020,Ewallet,15%,5.79,7.5,5.931229111,13.07219446,110.01,243.19158
422,Delhi,Indian Spice Bazaar,Female,Electronic accessories,84.05,3,252.15,04-07-2021,Cash,15%,12.6075,9.8,51.41496214,21.36263834,239.5425,856.15641
423,Bangalore,EcoFresh Grocery Haven,Female,Fashion accessories,97.21,10,972.1,03-06-2021,Credit card,15%,48.605,8.7,92.27604323,14.51552129,923.495,9949.39490
424,Kolkata,Golden Harvest Provisions,Male,Fashion accessories,25.42,8,203.36,28-07-2021,Credit card,15%,10.168,6.7,31.24331443,30.00838116,193.192,596.23525
425,Chennai,Sarvodaya Supermart,Male,Fashion accessories,16.28,1,16.28,24-04-2020,Cash,15%,0.814,5,97.76277559,12.38463571,15.466,18.79786
426,Ahemdabad,Nirvana Grocer's Paradise,Male,Fashion accessories,40.61,9,365.49,16-04-2022,Cash,15%,18.2745,7,89.97610032,18.9203669,347.2155,1634.52793
427,Hyderabad,TastyBite Provision Store,Male,Health and beauty,53.17,7,372.19,28-12-2022,Cash,15%,18.6095,8.9,78.19863521,22.80785655,353.5805,1688.18126
428,Kanpur,Nature's Bounty Mart,Female,Food and beverages,20.87,3,62.61,26-06-2022,Credit card,15%,3.1305,8,89.20612923,41.45550333,59.4795,99.85011
429,Surat,MangoTree Grocery Express,Male,Sports and travel,67.27,5,336.35,15-10-2021,Cash,15%,16.8175,6.9,58.06603806,6.265980501,319.5325,1411.09756
430,Pune,Deshi Dukan Groceries,Female,Home and lifestyle,90.65,10,906.5,01-06-2022,Ewallet,15%,45.325,7.3,79.44863721,25.34517838,861.175,8713.05138
431,Mumbai,Urban Essentials Superstore,Male,Fashion accessories,69.08,2,138.16,04-12-2021,Credit card,15%,6.908,6.9,61.51739426,15.86635295,131.252,319.49776
432,Delhi,Krishi Kendra Grocers,Male,Food and beverages,43.27,2,86.54,03-06-2021,Ewallet,15%,4.327,5.7,31.29451284,24.00168845,82.213,157.68713
433,Bangalore,SpiceRoots Grocery House,Female,Electronic accessories,23.46,6,140.76,13-04-2020,Ewallet,15%,7.038,6.4,62.26915698,29.79037438,133.722,328.98709
434,Kolkata,Farmers' Delight Emporium,Male,Fashion accessories,95.54,7,668.78,13-04-2021,Credit card,15%,33.439,9.6,7.776423769,49.27753101,635.341,4917.81354
435,Chennai,Shree Ganesh Provisions,Female,Fashion accessories,47.44,1,47.44,16-03-2020,Credit card,15%,2.372,6.8,86.24286987,21.83779314,45.068,68.82026
436,Ahemdabad,HealthyHub Grocery ,Male,Sports and travel,99.24,9,893.16,15-03-2021,Ewallet,15%,44.658,9,21.47026767,21.43371627,848.502,8471.64046
437,Hyderabad,Bharat Bazaar,Male,Sports and travel,82.93,4,331.72,24-09-2021,Ewallet,15%,16.586,9.6,26.13351779,4.055313972,315.134,1377.08251
438,Kanpur,Sapna Supermarket,Male,Home and lifestyle,33.99,6,203.94,24-11-2021,Credit card,15%,10.197,7.7,92.58169532,14.88063836,193.743,599.05947
439,Surat,FreshBasket Grocery Store,Male,Food and beverages,17.04,4,68.16,02-11-2022,Ewallet,15%,3.408,7,29.10796465,2.07998181,64.752,112.29496
440,Pune,Sundar Sweets and Groceries,Female,Electronic accessories,40.86,8,326.88,31-03-2021,Credit card,15%,16.344,6.5,73.884851,31.74914814,310.536,1341.96008
441,Mumbai,Green Mart Groceries,Male,Food and beverages,17.44,5,87.2,21-09-2020,Cash,15%,4.36,8.1,60.56764001,2.453366429,82.84,159.43648
442,Delhi,Indian Spice Bazaar,Female,Sports and travel,88.43,8,707.44,24-08-2021,Credit card,15%,35.372,4.3,74.49496612,2.116738016,672.068,5461.91786
443,Bangalore,EcoFresh Grocery Haven,Female,Home and lifestyle,89.21,9,802.89,04-04-2022,Credit card,15%,40.1445,6.5,19.50471392,15.96636044,762.7455,6926.89735
444,Kolkata,Golden Harvest Provisions,Male,Fashion accessories,12.78,1,12.78,03-04-2022,Ewallet,15%,0.639,9.5,81.78959739,12.90413954,12.141,14.33162
445,Chennai,Sarvodaya Supermart,Female,Sports and travel,19.1,7,133.7,13-01-2021,Cash,15%,6.685,9.7,92.22679864,48.23591235,127.015,303.51906
446,Ahemdabad,Nirvana Grocer's Paradise,Female,Health and beauty,19.15,1,19.15,24-04-2021,Credit card,15%,0.9575,9.5,28.29079396,0.388788486,18.1925,22.63386
447,Hyderabad,TastyBite Provision Store,Male,Food and beverages,27.66,10,276.6,14-06-2021,Credit card,15%,13.83,8.9,25.56556739,40.9282438,262.77,1003.42182
448,Kanpur,Nature's Bounty Mart,Male,Fashion accessories,45.74,3,137.22,03-07-2021,Credit card,15%,6.861,6.5,92.28472522,11.82937421,130.359,316.09862
449,Surat,MangoTree Grocery Express,Female,Health and beauty,27.07,1,27.07,03-07-2022,Credit card,15%,1.3535,5.3,78.95203879,47.39883946,25.7165,34.03146
450,Pune,Deshi Dukan Groceries,Female,Sports and travel,39.12,1,39.12,13-11-2022,Credit card,15%,1.956,9.6,78.45926037,21.34682451,37.164,53.65856
451,Mumbai,Urban Essentials Superstore,Female,Electronic accessories,74.71,6,448.26,22-06-2020,Cash,15%,22.413,6.7,93.44373673,13.70747537,425.847,2357.16176
452,Delhi,Krishi Kendra Grocers,Male,Electronic accessories,22.1,6,132.6,18-07-2020,Cash,15%,6.603,7.6,35.13129401,4.492458243,125.997,299.67202
453,Bangalore,SpiceRoots Grocery House,Female,Food and beverages,63.61,5,318.05,13-03-2020,Ewallet,15%,15.9025,4.8,29.0848284,23.07468784,302.1475,1279.03012
454,Kolkata,Farmers' Delight Emporium,Male,Health and beauty,25,1,25,03-09-2021,Ewallet,15%,1.25,5.5,10.60168672,48.91820298,23.75,30.93750
455,Chennai,Shree Ganesh Provisions,Male,Electronic accessories,20.77,4,83.08,06-04-2021,Cash,15%,4.154,4.7,18.41240082,24.71146151,78.926,148.65172
456,Ahemdabad,HealthyHub Grocery ,Female,Fashion accessories,29.56,5,147.8,18-07-2020,Cash,15%,7.39,6.9,82.37865237,16.1908689,140.41,355.32598
457,Hyderabad,Bharat Bazaar,Female,Food and beverages,77.4,9,696.6,26-03-2022,Credit card,15%,34.83,4.5,52.12425322,24.73940512,661.77,5306.48982
458,Kanpur,Sapna Supermarket,Male,Electronic accessories,79.39,10,793.9,15-02-2022,Cash,15%,39.695,6.2,34.91749081,20.10210404,754.205,6781.53350
459,Surat,FreshBasket Grocery Store,Female,Electronic accessories,46.57,10,465.7,18-07-2021,Cash,15%,23.285,7.6,11.82376708,21.8528982,442.415,2526.02666
460,Pune,Sundar Sweets and Groceries,Male,Food and beverages,35.89,1,35.89,18-04-2021,Credit card,15%,1.7945,7.9,59.4674543,4.833200146,34.0955,48.12687
461,Mumbai,Green Mart Groceries,Male,Food and beverages,40.52,5,202.6,06-05-2020,Cash,15%,10.13,4.5,98.89273413,36.88264115,192.47,592.54422
462,Delhi,Indian Spice Bazaar,Female,Food and beverages,73.05,10,730.5,10-10-2020,Credit card,15%,36.525,8.7,3.598722004,21.18635334,693.975,5799.98738
463,Bangalore,EcoFresh Grocery Haven,Female,Sports and travel,73.95,4,295.8,16-08-2020,Cash,15%,14.79,6.1,77.98899234,17.68056306,281.01,1127.02758
464,Kolkata,Golden Harvest Provisions,Female,Food and beverages,22.62,1,22.62,21-09-2020,Cash,15%,1.131,6.4,94.39611286,26.09730546,21.489,27.48081
465,Chennai,Sarvodaya Supermart,Male,Food and beverages,51.34,5,256.7,28-02-2021,Credit card,15%,12.835,9.1,83.7003032,46.25588479,243.865,882.70146
466,Ahemdabad,Nirvana Grocer's Paradise,Female,Sports and travel,54.55,10,545.5,09-07-2022,Credit card,15%,27.275,7.1,32.83418218,25.04456347,518.225,3372.41738
467,Hyderabad,TastyBite Provision Store,Female,Health and beauty,37.15,7,260.05,09-07-2021,Credit card,15%,13.0025,7.7,24.93213844,8.043180542,247.0475,902.49702
468,Kanpur,Nature's Bounty Mart,Male,Sports and travel,37.02,6,222.12,25-05-2020,Cash,15%,11.106,4.5,22.35543583,3.154420011,211.014,690.82430
469,Surat,MangoTree Grocery Express,Male,Food and beverages,21.58,1,21.58,12-06-2020,Ewallet,15%,1.079,7.2,25.08009684,34.72991165,20.501,26.00412
470,Pune,Deshi Dukan Groceries,Female,Electronic accessories,98.84,1,98.84,08-11-2021,Cash,15%,4.942,8.4,65.74546652,47.26322461,93.898,191.64878
471,Mumbai,Urban Essentials Superstore,Female,Home and lifestyle,83.77,6,502.62,26-05-2020,Ewallet,15%,25.131,5.4,17.67937505,13.21404409,477.489,2902.57521
472,Delhi,Krishi Kendra Grocers,Female,Sports and travel,40.05,4,160.2,26-05-2022,Cash,15%,8.1,9.7,39.77885607,46.15910151,152.1,403.86420
473,Bangalore,SpiceRoots Grocery House,Male,Fashion accessories,43.13,10,431.3,24-01-2021,Credit card,15%,21.565,5.5,87.0356284,15.4436103,409.735,2198.48706
474,Kolkata,Farmers' Delight Emporium,Male,Health and beauty,72.57,8,580.56,21-11-2020,Cash,15%,29.028,4.6,93.32567992,8.404774498,551.532,3782.53418
475,Chennai,Shree Ganesh Provisions,Female,Electronic accessories,64.44,5,322.2,18-12-2020,Cash,15%,16.11,6.6,28.99259605,17.79292928,306.09,1308.42198
476,Ahemdabad,HealthyHub Grocery ,Male,Health and beauty,65.18,3,195.54,06-10-2022,Credit card,15%,9.777,6.3,14.34918977,33.11765796,185.763,558.78097
477,Hyderabad,Bharat Bazaar,Female,Sports and travel,33.26,5,166.3,15-05-2021,Credit card,15%,8.315,4.2,35.56839005,4.370233674,157.985,429.02906
478,Kanpur,Sapna Supermarket,Male,Electronic accessories,84.07,4,336.28,20-03-2021,Ewallet,15%,16.814,4.4,59.56322159,37.74671107,319.466,1410.58027
479,Surat,FreshBasket Grocery Store,Male,Sports and travel,34.37,10,343.7,02-06-2022,Ewallet,15%,17.185,6.7,73.72071358,36.50520243,326.515,1465.93206
480,Pune,Sundar Sweets and Groceries,Male,Electronic accessories,38.6,1,38.6,15-08-2021,Ewallet,15%,1.93,6.7,0.843873318,8.394969332,36.67,52.75462
481,Mumbai,Green Mart Groceries,Male,Food and beverages,65.97,8,527.76,04-07-2021,Cash,15%,26.388,8.4,76.20761671,44.20378029,501.372,3173.80087
482,Delhi,Indian Spice Bazaar,Female,Electronic accessories,32.8,10,328,30-05-2020,Cash,15%,16.4,6.2,62.94058193,19.56897609,311.6,1350.04800
483,Bangalore,EcoFresh Grocery Haven,Male,Sports and travel,37.14,5,185.7,29-08-2021,Ewallet,15%,9.285,5,4.050092536,25.90884408,176.415,513.30266
484,Kolkata,Golden Harvest Provisions,Male,Home and lifestyle,60.38,10,603.8,06-03-2022,Cash,15%,30.19,6,59.5156182,11.17387022,573.61,4067.25718
485,Chennai,Sarvodaya Supermart,Female,Sports and travel,36.98,10,369.8,20-04-2022,Credit card,15%,18.49,7,8.946081605,13.35998647,351.31,1668.94438
486,Ahemdabad,Nirvana Grocer's Paradise,Female,Sports and travel,49.49,4,197.96,23-04-2022,Ewallet,15%,9.898,6.6,65.80145228,23.5071421,188.062,570.24754
487,Hyderabad,TastyBite Provision Store,Female,Fashion accessories,41.09,10,410.9,17-07-2021,Cash,15%,20.545,7.3,0.736856368,7.505695448,390.355,2014.86870
488,Kanpur,Nature's Bounty Mart,Male,Fashion accessories,37.15,4,148.6,28-09-2021,Ewallet,15%,7.43,8.3,99.94946638,48.498655,141.17,358.37862
